Age,Annual_Income_INR,Loan_Amount_INR,Credit_Score,Employment_Years,Existing_Loans,Loan_Type,Defaulted
35,2566781.0,915356.0,704.0,4.0,3,Home,0
43,1560247.0,1676829.0,795.0,34.0,3,Education,0
34,2230680.0,4788283.0,485.0,7.0,1,Personal,0
43,2159612.0,1954186.0,337.0,24.0,4,Home,1
39,980504.0,4240613.0,787.0,7.0,3,Business,0
49,2019073.0,3078210.0,855.0,20.0,0,Auto,0
40,2388157.0,2599196.0,805.0,8.0,3,Personal,0
49,2879968.0,4695140.0,788.0,31.0,3,Home,0
44,1221983.0,663595.0,356.0,12.0,4,Home,1
38,1893495.0,3024944.0,811.0,,0,Auto,0
30,1538519.0,4488940.0,547.0,7.0,0,Personal,0
61,2026650.0,896677.0,403.0,34.0,0,Business,0
28,,1337897.0,856.0,27.0,3,Business,0
46,2182167.0,2192714.0,359.0,14.0,3,Business,1
49,1649238.0,4403610.0,877.0,28.0,2,Personal,0
30,381532.0,4478012.0,858.0,3.0,4,Business,0
37,1568980.0,3604273.0,537.0,33.0,0,Education,0
22,2556825.0,458914.0,670.0,23.0,0,Home,0
26,2715091.0,3417663.0,325.0,20.0,2,Education,0
25,1523663.0,1801545.0,692.0,1.0,3,Personal,0
48,2700674.0,3474420.0,409.0,6.0,2,Business,0
61,2465008.0,305644.0,691.0,10.0,2,Business,0
25,583545.0,639522.0,553.0,11.0,3,Business,0
38,1924391.0,3214068.0,851.0,3.0,1,Auto,0
46,421099.0,4837988.0,396.0,34.0,4,Auto,1
40,1975384.0,1257513.0,837.0,25.0,1,Business,0
61,1275947.0,2113371.0,403.0,17.0,1,Home,0
47,1347322.0,4846846.0,886.0,15.0,4,Auto,0
32,1874112.0,4878784.0,896.0,11.0,1,Personal,0
27,2585023.0,1288984.0,795.0,18.0,3,Business,0
23,838288.0,633291.0,513.0,14.0,1,Home,0
30,2889971.0,951839.0,412.0,21.0,1,Auto,1
54,1811961.0,3262914.0,611.0,19.0,1,Personal,0
45,1161795.0,1139229.0,868.0,12.0,3,Auto,0
55,2782467.0,4636951.0,400.0,22.0,2,Personal,1
36,877510.0,823621.0,383.0,30.0,0,Business,1
22,2195258.0,1276680.0,601.0,25.0,4,Home,0
44,431944.0,627823.0,872.0,31.0,4,Education,0
30,2100704.0,4185060.0,516.0,20.0,3,Auto,0
58,306371.0,1814463.0,867.0,16.0,0,Home,0
42,2595968.0,306653.0,840.0,28.0,1,Education,0
46,2331745.0,4025703.0,391.0,28.0,4,Business,1
63,607002.0,3608448.0,751.0,21.0,1,Personal,0
59,2044823.0,865468.0,370.0,18.0,3,Business,1
47,1007734.0,3703642.0,824.0,13.0,3,Home,0
49,417872.0,4822348.0,700.0,22.0,3,Home,1
58,2644436.0,4861331.0,380.0,1.0,2,Auto,1
40,2632652.0,4515753.0,,31.0,3,Education,1
47,2870722.0,2614717.0,894.0,32.0,1,Education,0
61,852739.0,2475732.0,,6.0,2,Auto,0
40,1107779.0,4510195.0,424.0,33.0,1,Business,0
64,908074.0,2647190.0,500.0,3.0,3,Education,0
39,1970971.0,4703129.0,301.0,22.0,2,Business,1
40,2320966.0,2262090.0,873.0,19.0,0,Personal,0
55,2452313.0,2286711.0,319.0,21.0,3,Home,1
22,2239242.0,15425151.48154161,479.0,28.0,2,Personal,0
50,2746199.0,4990077.0,708.0,2.0,2,Auto,0
54,1330249.0,4814159.0,361.0,21.0,2,Education,1
42,1824804.0,1294497.0,572.0,,4,Personal,0
23,,1358803.0,309.0,24.0,2,Home,0
26,1285052.0,1873629.0,839.0,33.0,0,Education,0
35,2192363.0,4905279.0,759.0,28.0,3,Business,0
47,2954281.0,1698868.0,360.0,9.0,3,Education,0
30,2601574.0,2944463.0,357.0,19.0,3,Home,1
29,1426642.0,3031075.0,599.0,22.0,2,Education,0
53,2228978.0,578878.0,796.0,10.0,3,Personal,0
52,2050642.0,3468782.0,638.0,7.0,0,Auto,0
26,326259.0,1261624.0,551.0,28.0,4,Personal,1
61,1652757.0,4725772.0,706.0,24.0,0,Education,0
56,1038628.0,83430.0,555.0,33.0,4,Business,0
22,1609399.0,3977651.0,680.0,31.0,3,Education,0
49,1427933.0,1150815.0,444.0,22.0,1,Home,0
24,743708.0,890345.0,890.0,20.0,4,Personal,0
21,992650.0,935404.0,640.0,18.0,0,Personal,0
39,324283.0,4646997.0,702.0,24.0,0,Education,0
46,643108.0,3261424.0,587.0,22.0,1,Auto,0
45,2527613.0,2322429.0,513.0,18.0,4,Education,0
30,2113617.0,2088076.0,831.0,4.0,4,Auto,0
35,2511354.0,3651320.0,875.0,18.0,0,Education,0
42,342298.0,1514686.0,847.0,34.0,4,Personal,0
41,847396.0,2338143.0,510.0,11.0,1,Auto,0
42,2543179.0,814173.0,470.0,24.0,4,Home,0
56,2144353.0,2940653.0,837.0,4.0,4,Auto,0
54,237117.0,154726.0,562.0,11.0,1,Business,0
50,2225558.0,906495.0,689.0,26.0,3,Home,0
45,388349.0,2428395.0,720.0,3.0,4,Education,0
48,741661.0,3735638.0,361.0,18.0,0,Business,0
21,245452.0,1518073.0,385.0,23.0,2,Home,0
24,1255230.0,351577.0,884.0,27.0,0,Education,0
27,1148784.0,4284179.0,790.0,32.0,0,Auto,0
29,1435789.0,710492.0,359.0,34.0,3,Education,1
56,2420471.0,669220.0,776.0,15.0,3,Personal,0
39,,4040176.0,619.0,11.0,0,Home,0
21,419015.0,2321463.0,351.0,15.0,4,Auto,1
30,2061591.0,635179.0,376.0,10.0,0,Education,0
56,2021969.0,2516262.0,418.0,27.0,4,Auto,0
29,1867106.0,2502639.0,481.0,22.0,1,Auto,0
62,1123864.0,3759566.0,805.0,16.0,1,Home,0
52,778256.0,1740159.0,452.0,18.0,3,Auto,0
52,859103.0,823380.0,317.0,10.0,2,Home,1
26,1648951.0,1387916.0,363.0,3.0,2,Auto,1
58,2460375.0,2359753.0,796.0,9.0,3,Auto,0
37,2428742.0,890281.0,378.0,,1,Education,0
30,2575948.0,3235241.0,,21.0,3,Business,0
47,1720253.0,4479314.0,710.0,1.0,1,Home,0
55,1885978.0,4486247.0,360.0,32.0,4,Personal,1
41,445615.0,4414404.0,766.0,26.0,1,Home,0
45,975492.0,4586929.0,378.0,18.0,1,Auto,0
48,1188515.0,1050609.0,787.0,3.0,1,Business,0
35,1613209.0,138915.0,543.0,18.0,2,Home,0
24,434537.0,4283181.0,507.0,24.0,1,Auto,0
49,1421996.0,1776761.0,386.0,5.0,0,Personal,0
29,,3786467.0,899.0,12.0,4,Education,0
47,1797259.0,4792440.0,338.0,21.0,2,Education,1
46,,1083809.0,475.0,3.0,0,Home,0
39,1874842.0,4651189.0,777.0,1.0,2,Home,0
48,1711904.0,1370595.0,891.0,2.0,2,Personal,0
37,2541500.0,392533.0,319.0,29.0,0,Education,0
63,855860.0,3001545.0,520.0,3.0,3,Auto,0
61,1897405.0,2769416.0,574.0,28.0,3,Home,0
62,568742.0,3165544.0,453.0,32.0,1,Business,0
40,2509480.0,1262930.0,762.0,12.0,0,Education,0
60,598759.0,3363003.0,708.0,31.0,1,Auto,0
59,907597.0,789896.0,550.0,27.0,3,Education,0
43,1606891.0,5466221.918038424,511.0,,0,Personal,0
52,1893287.0,1953748.0,777.0,26.0,0,Business,0
53,945076.0,123301.0,718.0,24.0,0,Auto,0
25,730901.0,2092312.0,471.0,,1,Auto,0
63,1096465.0,2565296.0,806.0,5.0,2,Home,0
54,1446511.0,4686430.0,502.0,29.0,2,Personal,0
60,,3210407.0,791.0,8.0,2,Personal,0
31,2192335.0,1408585.0,594.0,5.0,0,Auto,0
23,1770925.0,4282486.0,756.0,28.0,3,Education,0
53,285666.0,613397.0,445.0,22.0,1,Auto,0
31,2843508.0,2557429.0,537.0,5.0,1,Auto,0
36,1035489.0,3942019.0,723.0,21.0,3,Auto,0
38,1005378.0,3654693.0,591.0,1.0,2,Auto,1
50,2973059.0,4834116.0,455.0,30.0,4,Auto,0
30,809525.0,4437484.0,649.0,5.0,3,Auto,0
38,467913.0,1828557.0,741.0,4.0,2,Education,0
58,1327775.0,3576814.0,542.0,19.0,0,Business,1
39,2531083.0,947004.0,506.0,11.0,3,Business,0
56,366234.0,2044561.0,727.0,,2,Home,0
33,2778756.0,2833788.0,557.0,32.0,1,Business,0
23,2252004.0,2665496.0,884.0,30.0,4,Education,0
30,2330586.0,1581925.0,334.0,2.0,4,Auto,1
58,1008534.0,376994.0,428.0,18.0,4,Personal,0
21,1270112.0,473817.0,729.0,7.0,2,Education,0
47,1353215.0,1067069.0,618.0,29.0,2,Personal,0
28,643604.0,1775200.0,394.0,30.0,0,Home,0
62,2852587.0,915858.0,519.0,28.0,4,Education,0
37,1403307.0,3635256.0,600.0,5.0,1,Auto,0
29,2013743.0,4811444.0,,1.0,4,Auto,1
26,2401815.0,1015411.0,336.0,22.0,3,Education,0
63,2147188.0,3837519.0,699.0,29.0,3,Education,0
45,,4063817.0,441.0,8.0,1,Auto,0
59,1317040.0,3037084.0,433.0,6.0,2,Personal,1
48,2289585.0,1398072.0,744.0,14.0,4,Education,0
53,2140929.0,1365741.0,587.0,14.0,3,Auto,0
57,,859046.0,557.0,20.0,1,Business,0
29,2075390.0,1419851.0,338.0,13.0,0,Education,1
38,2448323.0,224022.0,604.0,10.0,3,Home,0
41,1995216.0,576919.0,582.0,10.0,3,Home,0
22,1286315.0,1760281.0,825.0,19.0,4,Education,0
63,1388037.0,2515696.0,706.0,12.0,2,Auto,0
58,,4291978.0,658.0,29.0,3,Personal,0
60,,1170412.0,677.0,19.0,3,Education,1
56,614364.0,1089540.0,768.0,7.0,4,Home,0
63,2889480.0,3717115.0,580.0,32.0,2,Personal,0
57,2222875.0,710959.0,864.0,25.0,0,Business,0
35,1176124.0,4947037.0,,7.0,0,Personal,1
48,2747482.0,1093876.0,485.0,17.0,0,Business,0
38,840245.0,2151410.0,848.0,13.0,0,Home,0
54,742036.0,3811082.0,308.0,17.0,2,Business,1
42,1861500.0,4428647.0,327.0,20.0,0,Personal,1
31,1937627.0,1659920.0,763.0,22.0,4,Home,0
33,315158.0,329405.0,810.0,3.0,4,Personal,0
24,1468165.0,431317.0,801.0,9.0,4,Education,0
42,1444930.0,3364627.0,881.0,10.0,0,Personal,0
27,2002180.0,851573.0,517.0,19.0,4,Education,0
63,1520966.0,1187660.0,728.0,18.0,4,Education,0
44,2539003.0,4194670.0,302.0,0.0,1,Business,1
24,2356547.0,4337523.0,486.0,30.0,0,Education,0
48,1202378.0,4787384.0,342.0,1.0,4,Business,1
35,1561020.0,4559548.0,710.0,4.0,2,Education,0
21,422143.0,1297518.0,489.0,33.0,4,Home,1
23,2838453.0,443983.0,341.0,3.0,1,Business,1
34,600623.0,3161836.0,396.0,,2,Personal,1
58,2797381.0,2960576.0,816.0,2.0,2,Business,0
21,2870519.0,79570.0,435.0,25.0,3,Home,0
58,234111.0,258345.0,809.0,0.0,1,Education,0
58,2503921.0,693859.0,818.0,15.0,1,Home,0
41,682333.0,2233278.0,336.0,34.0,4,Auto,1
49,1739605.0,563852.0,,18.0,1,Home,0
25,2515160.0,417533.0,816.0,15.0,2,Home,0
30,240565.0,1946588.0,,32.0,2,Home,0
48,1479938.0,725918.0,454.0,30.0,4,Personal,0
41,811204.0,2337085.0,412.0,21.0,2,Personal,1
27,1328128.0,1613678.0,759.0,19.0,4,Home,0
23,1238734.0,464666.0,741.0,5.0,3,Auto,0
40,238233.0,4039109.0,527.0,34.0,1,Auto,1
39,1769986.0,742289.0,878.0,2.0,1,Business,0
55,484839.0,2929375.0,421.0,,1,Home,1
24,1207992.0,1300283.0,656.0,12.0,3,Business,0
25,1899304.0,328531.0,,13.0,1,Education,0
21,373806.0,950797.0,784.0,7.0,3,Auto,0
24,543401.0,72319.0,303.0,18.0,3,Education,1
32,2171443.0,2802923.0,777.0,13.0,4,Education,0
47,2602910.0,3805663.0,420.0,10.0,0,Home,0
62,444300.0,3045686.0,785.0,34.0,0,Auto,0
43,350933.0,2949288.0,518.0,2.0,4,Business,1
45,979470.0,977613.0,577.0,24.0,4,Education,0
41,864729.0,510108.0,556.0,12.0,4,Home,0
44,882031.0,1522964.0,603.0,15.0,1,Personal,0
45,1346602.0,3400685.0,342.0,27.0,2,Auto,1
52,1324232.0,461200.0,829.0,26.0,4,Personal,0
52,1989695.0,1257108.0,887.0,9.0,3,Business,0
25,2656982.0,3627418.0,449.0,17.0,0,Business,0
56,2574785.0,1667313.0,893.0,7.0,1,Business,0
62,2356941.0,1218823.0,309.0,6.0,2,Auto,1
62,1729278.0,2809708.0,511.0,21.0,0,Education,0
59,2024382.0,2985118.0,559.0,8.0,0,Home,0
36,,1112125.0,681.0,28.0,0,Education,0
53,2824491.0,1896081.0,688.0,28.0,3,Auto,0
41,369162.0,1105858.0,635.0,27.0,3,Personal,0
29,1801669.0,2863658.0,304.0,20.0,3,Home,1
26,595771.0,3608133.0,382.0,32.0,2,Business,1
55,,2353007.0,305.0,25.0,0,Personal,1
59,2673301.0,2157923.0,451.0,14.0,4,Education,0
42,2957233.0,4567940.0,480.0,1.0,2,Home,0
61,2112990.0,1011229.0,466.0,11.0,3,Business,0
25,955584.0,3873322.0,769.0,32.0,3,Home,0
62,540907.0,3754112.0,377.0,14.0,3,Education,1
43,2670319.0,2159388.0,711.0,0.0,1,Auto,0
37,2269530.0,2445217.0,853.0,32.0,0,Education,0
32,842059.0,2686673.0,873.0,3.0,4,Auto,0
43,2372994.0,3773536.0,680.0,27.0,0,Business,0
36,2299741.0,2374124.0,612.0,13.0,2,Education,0
23,2684319.0,4455620.0,694.0,11.0,1,Education,0
50,2352070.0,4219065.0,842.0,5.0,2,Education,0
42,2179681.0,1197779.0,303.0,19.0,3,Education,0
29,207711.0,2781199.0,408.0,20.0,3,Auto,1
49,1466548.0,192841.0,392.0,15.0,4,Auto,0
57,521574.0,1573275.0,398.0,11.0,0,Personal,0
43,1478890.0,486363.0,491.0,19.0,2,Business,0
33,950506.0,3631123.0,632.0,32.0,3,Business,0
52,458989.0,680747.0,,1.0,4,Auto,0
43,1073002.0,908418.0,894.0,33.0,4,Personal,0
37,2418467.0,139567.0,506.0,25.0,2,Personal,0
60,1153680.0,1916060.0,872.0,32.0,0,Education,0
41,503874.0,4698801.0,655.0,29.0,1,Personal,0
22,1917321.0,1503138.0,552.0,0.0,4,Business,0
57,2005166.0,3908765.0,,7.0,2,Home,0
26,1453159.0,3997012.0,495.0,0.0,3,Auto,1
64,882121.0,909035.0,,9.0,1,Education,0
38,395507.0,3620429.0,621.0,31.0,1,Personal,0
50,2361096.0,780585.0,719.0,1.0,0,Auto,0
42,665718.0,2988432.0,797.0,30.0,2,Auto,0
53,1356013.0,1128651.0,,3.0,0,Auto,0
50,1375370.0,3287813.0,595.0,11.0,4,Business,0
37,534267.0,4048574.0,535.0,,4,Education,0
63,2582176.0,4928512.0,306.0,22.0,2,Home,1
52,856921.0,432314.0,833.0,32.0,3,Education,0
62,2350357.0,3534195.0,371.0,7.0,4,Personal,1
34,306948.0,222692.0,799.0,15.0,4,Education,0
30,1570530.0,1588999.0,438.0,14.0,3,Business,0
56,2672385.0,2748312.0,685.0,25.0,1,Home,0
54,1837346.0,1978282.0,841.0,13.0,2,Education,0
29,1579912.0,3143679.0,623.0,11.0,1,Personal,0
62,811442.0,3642081.0,372.0,26.0,0,Education,1
48,2515632.0,346181.0,688.0,30.0,3,Business,0
31,2813137.0,4322738.0,537.0,3.0,2,Auto,0
34,1932266.0,1083201.0,621.0,29.0,3,Business,0
59,1657931.0,3107707.0,640.0,3.0,3,Business,0
39,328514.0,3213869.0,604.0,30.0,1,Business,0
35,204983.0,1909168.0,,,1,Home,1
48,895269.0,1632247.0,506.0,3.0,0,Education,0
44,1225926.0,154882.0,710.0,19.0,2,Personal,0
28,367806.0,4089709.0,557.0,17.0,3,Auto,1
63,841800.0,1150132.0,345.0,7.0,0,Auto,1
29,,2625850.0,425.0,1.0,3,Home,1
53,2564054.0,3467080.8412118377,320.0,,0,Personal,1
53,1613387.0,2991180.0,469.0,15.0,3,Auto,0
39,1709491.0,2245388.0,843.0,21.0,1,Personal,0
23,282673.0,2379296.0,715.0,11.0,4,Personal,0
30,2450056.0,295117.0,754.0,4.0,0,Education,0
60,1119372.0,1436007.0,505.0,14.0,0,Home,0
62,2556263.0,2597321.0,632.0,7.0,4,Business,0
21,839157.0,517680.0,320.0,23.0,1,Business,1
49,1493520.0,363224.0,364.0,18.0,0,Auto,0
54,2732230.0,4063953.0,876.0,17.0,1,Auto,0
33,,770290.0,387.0,20.0,3,Home,1
21,633073.0,415861.0,778.0,13.0,3,Education,0
54,1669975.0,990716.0,342.0,14.0,4,Auto,1
49,681537.0,3525598.0,440.0,2.0,2,Auto,0
33,849307.0,2869050.0,673.0,10.0,1,Personal,0
49,2286866.0,2714322.0,815.0,2.0,2,Home,0
59,1647072.0,4267342.0,799.0,29.0,2,Business,0
44,595380.0,3920376.0,,5.0,1,Home,0
46,2783092.0,3251080.0,625.0,5.0,2,Business,0
37,2017389.0,1643385.0,717.0,30.0,0,Personal,0
27,1639788.0,170631.0,852.0,21.0,3,Education,0
33,2638920.0,4019366.0,607.0,20.0,4,Business,0
25,1922341.0,906395.0,606.0,5.0,1,Personal,0
46,1775685.0,1379492.0,769.0,28.0,4,Education,0
23,517234.0,4403439.0,483.0,10.0,3,Personal,1
27,1664308.0,1990304.0,590.0,21.0,4,Education,0
59,2176553.0,2694149.0,548.0,5.0,1,Auto,0
21,2081462.0,3145511.0,623.0,29.0,4,Education,0
37,1422178.0,17543660.51087136,742.0,24.0,2,Business,0
63,1352849.0,3485018.0,358.0,0.0,2,Education,1
45,2553348.0,3875801.0,568.0,,3,Home,0
23,2139480.0,4227113.0,617.0,8.0,2,Education,0
35,423626.0,4419134.0,393.0,7.0,4,Personal,1
49,2507856.0,2489621.0,553.0,33.0,0,Business,0
63,2533731.0,4443842.0,759.0,15.0,4,Auto,0
52,1142302.0,4518822.0,814.0,18.0,0,Auto,0
46,2691231.0,3804075.0,832.0,7.0,4,Personal,0
36,2837588.0,1507355.0,403.0,11.0,0,Auto,0
45,2383697.0,1403913.0,701.0,30.0,0,Business,0
48,1303035.0,311204.0,632.0,32.0,1,Personal,0
29,2625485.0,3467914.0,392.0,18.0,1,Business,0
21,1765831.0,2206183.0,856.0,26.0,4,Auto,0
49,2698497.0,3021940.0,873.0,23.0,2,Auto,0
42,291954.0,3066864.0,841.0,27.0,1,Home,0
36,,3209524.0,736.0,3.0,0,Personal,0
61,1144545.0,4859554.0,309.0,11.0,4,Education,1
64,813667.0,465886.0,755.0,22.0,2,Personal,0
61,483197.0,4530768.0,714.0,19.0,4,Business,0
27,1082816.0,2202482.0,817.0,27.0,0,Auto,0
34,696626.0,476207.0,674.0,0.0,1,Home,0
49,2152553.0,2948587.0,830.0,10.0,1,Personal,0
39,1946176.0,4947160.0,823.0,30.0,3,Business,0
39,432415.0,3220028.0,672.0,8.0,3,Home,0
22,654318.0,3408511.0,738.0,5.0,4,Home,0
61,478429.0,3686793.0,494.0,5.0,4,Home,0
35,523733.0,1313654.0,564.0,2.0,2,Auto,0
23,2311096.0,3391814.0,806.0,31.0,1,Business,0
31,825329.0,269888.0,725.0,34.0,1,Home,0
50,2123884.0,2144616.0,398.0,15.0,3,Auto,0
60,1827255.0,4677951.0,329.0,1.0,0,Auto,1
38,201607.0,2203588.0,590.0,6.0,0,Auto,0
22,1508890.0,2431141.0,874.0,34.0,3,Personal,0
52,1975405.0,2182207.0,786.0,29.0,4,Auto,0
28,1194426.0,3597822.0,705.0,28.0,1,Business,0
42,1755317.0,2241187.0,,0.0,1,Education,1
26,1096020.0,304948.0,445.0,0.0,1,Personal,0
32,1238525.0,3337804.0,587.0,6.0,0,Home,0
60,1521874.0,1874154.0,880.0,2.0,4,Auto,0
56,1111974.0,3553995.0,551.0,30.0,0,Personal,0
35,1912983.0,1000894.0,461.0,24.0,4,Personal,0
48,1861393.0,4382252.0,409.0,23.0,3,Business,1
38,1455522.0,2588472.0,697.0,0.0,4,Home,0
22,914090.0,1742789.0,570.0,30.0,0,Education,0
33,2648466.0,1118954.0,487.0,10.0,1,Education,0
35,1668084.0,307447.0,831.0,2.0,0,Personal,0
40,2866551.0,2117078.0,575.0,11.0,3,Personal,0
49,668897.0,4985888.0,546.0,19.0,1,Home,0
62,501635.0,157014.0,623.0,29.0,0,Personal,0
49,1822200.0,1653660.0,317.0,9.0,1,Auto,1
23,1373767.0,3330610.0,707.0,14.0,3,Education,0
39,266538.0,1459936.0,710.0,20.0,4,Auto,0
23,1353146.0,2142894.0,424.0,17.0,4,Business,1
34,887933.0,1103478.0,619.0,31.0,2,Personal,0
60,2128347.0,2658244.0,452.0,18.0,1,Home,0
24,2559177.0,1360142.0,880.0,29.0,3,Business,0
31,395392.0,3507595.0,856.0,32.0,0,Business,0
51,1377569.0,372743.0,319.0,21.0,0,Home,1
63,1471688.0,3402999.0,546.0,28.0,2,Business,0
52,2107561.0,1474032.0,689.0,23.0,0,Auto,0
47,347083.0,4940200.0,646.0,3.0,3,Business,1
50,1332113.0,2807647.0,775.0,11.0,3,Home,0
63,785273.0,1702472.0,502.0,3.0,4,Education,1
22,1789908.0,4219825.0,308.0,4.0,1,Personal,1
29,631508.0,398097.0,830.0,18.0,1,Home,0
48,846592.0,2525623.0,402.0,30.0,0,Auto,1
51,336322.0,1956987.0,545.0,6.0,1,Auto,1
54,458116.0,17478501.67993596,,11.0,2,Education,0
35,2330239.0,605281.0,618.0,9.0,1,Auto,0
45,1324528.0,246868.0,650.0,28.0,0,Home,0
56,1994631.0,2799678.0,533.0,20.0,1,Auto,0
28,2333520.0,17919133.651706293,336.0,12.0,3,Education,0
29,1893512.0,1660743.0,644.0,22.0,3,Education,0
57,2282535.0,3435749.0,591.0,5.0,4,Business,0
59,783188.0,4164383.0,316.0,30.0,4,Business,1
52,2050502.0,4105985.0,389.0,8.0,4,Auto,1
37,1627206.0,1368146.0,647.0,23.0,4,Auto,0
55,2997678.0,3265759.0,743.0,15.0,1,Auto,0
57,2519334.0,2376797.0,552.0,10.0,0,Auto,0
39,2453557.0,846479.0,892.0,0.0,1,Business,0
64,,1247687.0,483.0,20.0,0,Home,1
49,1870663.0,3637651.0,589.0,5.0,0,Home,0
27,2428168.0,4682634.0,514.0,13.0,0,Home,1
48,2345222.0,857798.0,457.0,28.0,0,Business,0
29,2040174.0,463961.0,692.0,0.0,3,Home,0
48,600337.0,4430646.0,319.0,7.0,0,Home,0
26,2967189.0,716713.0,770.0,18.0,1,Business,0
49,1286240.0,2165940.0,730.0,22.0,0,Personal,0
37,1116358.0,1002473.0,367.0,10.0,3,Auto,0
36,,2536757.0,376.0,26.0,1,Auto,0
43,2036301.0,709521.0,401.0,19.0,2,Personal,0
51,1747053.0,1846475.0,884.0,7.0,1,Education,0
23,511356.0,4753544.0,506.0,25.0,3,Home,1
41,2362383.0,905446.0,512.0,34.0,3,Personal,0
46,1881141.0,4207388.0,378.0,2.0,4,Home,0
56,1418692.0,3703908.0,412.0,3.0,2,Personal,1
62,1532467.0,3772648.0,432.0,28.0,0,Auto,0
57,1715301.0,694344.0,496.0,27.0,3,Home,0
42,2394999.0,238876.0,324.0,18.0,4,Business,1
62,977725.0,4714987.0,771.0,27.0,4,Auto,0
32,2345655.0,1850642.0,,17.0,0,Auto,0
62,2799528.0,506323.0,589.0,13.0,1,Auto,0
33,1543961.0,647425.0,,13.0,2,Home,0
31,2234252.0,546571.0,505.0,28.0,0,Education,0
36,,3789069.0,774.0,2.0,0,Personal,0
28,459966.0,1955346.0,367.0,33.0,1,Personal,0
60,1931126.0,1471414.0,514.0,8.0,1,Business,0
60,272832.0,1040890.0,721.0,4.0,3,Education,0
22,1532103.0,2809256.0,857.0,,1,Auto,0
50,2683587.0,3808325.0,880.0,4.0,1,Personal,0
50,989106.0,4620169.0,838.0,12.0,2,Home,0
32,1624820.0,3124739.0,761.0,25.0,2,Auto,0
30,1620089.0,1148699.0,754.0,8.0,2,Auto,0
64,1988976.0,3571604.0,600.0,3.0,0,Education,0
31,1292370.0,4957160.0,587.0,30.0,2,Education,0
35,2230934.0,2355560.0,301.0,4.0,2,Personal,1
36,2218422.0,1872584.0,319.0,6.0,4,Personal,1
37,2334707.0,3452786.0,,27.0,2,Auto,0
46,1959144.0,4175628.0,790.0,13.0,0,Business,0
22,1018838.0,3995577.0,556.0,23.0,4,Auto,0
32,2337414.0,1975849.0,752.0,4.0,0,Home,0
46,2126328.0,4682649.0,737.0,33.0,0,Business,0
43,2758485.0,4019879.0,697.0,27.0,4,Personal,0
38,2589580.0,3724018.0,452.0,7.0,4,Business,1
52,2972683.0,3853420.0,521.0,20.0,4,Business,0
58,2125635.0,2504290.0,735.0,23.0,4,Personal,0
23,2180413.0,1943931.0,435.0,23.0,0,Home,0
58,623751.0,1115928.0,827.0,12.0,4,Home,0
23,289023.0,3781097.0,578.0,14.0,1,Education,0
50,2504164.0,3973096.0,884.0,24.0,2,Education,0
21,2275550.0,506994.0,784.0,27.0,2,Home,0
50,364772.0,248641.0,845.0,7.0,1,Home,0
52,1290092.0,2168797.0,544.0,30.0,0,Education,0
48,455623.0,4226183.0,317.0,6.0,0,Education,1
41,,4045902.0,855.0,16.0,2,Home,0
33,2388256.0,3662592.0,442.0,34.0,3,Personal,0
47,2651036.0,4504110.0,800.0,21.0,1,Home,0
56,2001220.0,1530996.0,826.0,6.0,1,Personal,0
27,528784.0,4400588.0,392.0,9.0,2,Personal,1
42,2291862.0,3009412.0,682.0,27.0,4,Personal,0
30,1163208.0,3692834.0,578.0,28.0,3,Education,1
59,1422017.0,2634397.0,748.0,,0,Auto,0
35,,2242163.0,882.0,21.0,0,Home,0
35,1335583.0,3131060.0,587.0,8.0,0,Business,0
24,942003.0,1604698.0,775.0,7.0,0,Business,0
52,2344880.0,3758698.0,470.0,29.0,1,Home,1
43,709958.0,1553233.0,824.0,29.0,1,Personal,0
26,1115357.0,3124625.0,671.0,30.0,4,Education,0
44,1257721.0,1949755.0,692.0,21.0,1,Education,0
40,1861442.0,216416.0,484.0,30.0,4,Personal,0
57,218226.0,2773853.0,809.0,27.0,4,Home,0
40,2845559.0,4891294.0,731.0,4.0,0,Business,0
32,1312136.0,1459639.0,508.0,16.0,0,Education,0
53,2354505.0,726801.0,628.0,10.0,1,Personal,0
48,2294652.0,3351662.0,660.0,21.0,1,Education,0
28,585145.0,4386886.0,743.0,,4,Personal,0
21,795929.0,2837203.0,740.0,12.0,2,Education,0
57,251712.0,1046442.0,668.0,10.0,0,Business,0
42,645405.0,1794308.0,405.0,4.0,3,Education,1
26,1175288.0,3957544.0,624.0,13.0,2,Home,0
41,530429.0,4312613.0,531.0,21.0,0,Auto,1
52,315278.0,1349529.0,548.0,2.0,0,Personal,0
55,709272.0,601665.0,616.0,34.0,1,Auto,0
35,2462353.0,2467632.0,563.0,31.0,3,Business,0
25,934391.0,3443391.0,,23.0,3,Business,0
26,2753922.0,3122875.0,562.0,27.0,0,Auto,0
45,1512784.0,3686539.0,715.0,20.0,4,Business,0
60,819902.0,371373.0,369.0,32.0,3,Business,1
49,2414791.0,3121304.0,533.0,27.0,2,Personal,0
27,1581872.0,1084448.0,731.0,9.0,4,Personal,0
60,928871.0,2959282.0,353.0,24.0,1,Personal,0
33,2308112.0,3606027.0,469.0,16.0,0,Home,0
58,2783896.0,4813761.0,335.0,3.0,0,Home,1
38,521064.0,3087358.0,558.0,,2,Home,0
22,608540.0,3032158.0,550.0,24.0,2,Home,0
28,2885400.0,4547470.0,312.0,31.0,1,Auto,1
31,322994.0,929387.0,840.0,7.0,1,Personal,0
53,1543348.0,1305358.0,356.0,11.0,3,Business,1
58,1107701.0,4078576.0,,,4,Education,1
